timestamp,differential_potential_CH1,differential_potential_CH2
2022-02-11 17:10:00,509955,508170
2022-02-11 17:10:02,510016,508472
2022-02-11 17:10:04,510058,508510
2022-02-11 17:10:05,509870,508228
2022-02-11 17:10:07,509940,508208
2022-02-11 17:10:09,510067,508395
2022-02-11 17:10:10,510059,508543
2022-02-11 17:10:12,510055,508192
2022-02-11 17:10:14,509967,508324
2022-02-11 17:10:16,509936,508195
2022-02-11 17:10:17,510014,508402
2022-02-11 17:10:19,510069,508527
2022-02-11 17:10:21,510057,508277
2022-02-11 17:10:22,509932,508194
2022-02-11 17:10:24,510043,508417
2022-02-11 17:10:26,509994,508534
2022-02-11 17:10:28,510043,508552
2022-02-11 17:10:29,509904,508220
2022-02-11 17:10:31,509945,508265
2022-02-11 17:10:33,510039,508469
2022-02-11 17:10:35,509998,508542
2022-02-11 17:10:36,510041,508556
2022-02-11 17:10:38,509959,508257
2022-02-11 17:10:40,509977,508142
2022-02-11 17:10:41,510064,508570
2022-02-11 17:10:43,510057,508519
2022-02-11 17:10:45,510020,508586
2022-02-11 17:10:47,509960,508190
2022-02-11 17:10:48,509915,508189
2022-02-11 17:10:50,510055,508438
2022-02-11 17:10:52,509999,508553
2022-02-11 17:10:54,510065,508202
2022-02-11 17:10:55,509937,508256
2022-02-11 17:10:57,509961,508139
2022-02-11 17:10:59,510019,508480
2022-02-11 17:11:00,510070,508519
2022-02-11 17:11:02,509925,508272
2022-02-11 17:11:04,509960,508320
2022-02-11 17:11:06,510043,508406
2022-02-11 17:11:07,510038,508470
2022-02-11 17:11:09,509892,508156
2022-02-11 17:11:11,509941,508239
2022-02-11 17:11:12,510085,508475
2022-02-11 17:11:14,510072,508530
2022-02-11 17:11:16,509916,508297
2022-02-11 17:11:18,509930,508162
2022-02-11 17:11:19,510064,508581
2022-02-11 17:11:21,510062,508497
2022-02-11 17:11:23,510045,508363
2022-02-11 17:11:25,509937,508191
2022-02-11 17:11:26,509915,508186
2022-02-11 17:11:28,510035,508451
2022-02-11 17:11:30,509995,508455
2022-02-11 17:11:31,510021,508568
2022-02-11 17:11:33,509974,508222
2022-02-11 17:11:35,509905,508109
2022-02-11 17:11:37,510071,508544
2022-02-11 17:11:38,510078,508492
2022-02-11 17:11:40,510052,508547
2022-02-11 17:11:42,509930,508326
2022-02-11 17:11:44,509890,508091
2022-02-11 17:11:45,510065,508445
2022-02-11 17:11:47,510074,508557
2022-02-11 17:11:49,510070,508356
2022-02-11 17:11:50,509908,508211
2022-02-11 17:11:52,509923,508344
2022-02-11 17:11:54,510056,508458
2022-02-11 17:11:56,510021,508511
2022-02-11 17:11:57,510051,508206
2022-02-11 17:11:59,509902,508139
2022-02-11 17:12:01,509889,508240
2022-02-11 17:12:03,510052,508480
2022-02-11 17:12:04,510013,508505
2022-02-11 17:12:06,510038,508425
2022-02-11 17:12:08,509915,508234
2022-02-11 17:12:09,509952,508274
2022-02-11 17:12:11,510091,508470
2022-02-11 17:12:13,510006,508481
2022-02-11 17:12:15,510046,508564
2022-02-11 17:12:16,509938,508158
2022-02-11 17:12:18,509904,508269
2022-02-11 17:12:20,510013,508519
2022-02-11 17:12:21,510034,508601
2022-02-11 17:12:23,510046,508229
2022-02-11 17:12:25,509904,508263
2022-02-11 17:12:27,509909,508179
2022-02-11 17:12:28,510061,508467
2022-02-11 17:12:30,510007,508464
2022-02-11 17:12:32,510064,508597
2022-02-11 17:12:34,509928,508255
2022-02-11 17:12:35,509926,508179
2022-02-11 17:12:37,509942,508291
2022-02-11 17:12:39,510086,508539
2022-02-11 17:12:40,510050,508514
2022-02-11 17:12:42,509912,508371
2022-02-11 17:12:44,509948,508279
2022-02-11 17:12:46,510038,508486
2022-02-11 17:12:47,510054,508596
2022-02-11 17:12:49,510059,508522
2022-02-11 17:12:51,509903,508287
2022-02-11 17:12:53,509947,508139
2022-02-11 17:12:54,510069,508459
2022-02-11 17:12:56,510018,508510
2022-02-11 17:12:58,510037,508486
2022-02-11 17:12:59,509939,508216
2022-02-11 17:13:01,509929,508309
2022-02-11 17:13:03,510058,508485
2022-02-11 17:13:05,509978,508491
2022-02-11 17:13:06,510062,508353
2022-02-11 17:13:08,509941,508275
2022-02-11 17:13:10,509920,508203
2022-02-11 17:13:11,510026,508501
2022-02-11 17:13:13,510023,508507
2022-02-11 17:13:15,510036,508250
2022-02-11 17:13:17,509919,508200
2022-02-11 17:13:18,509963,508175
2022-02-11 17:13:20,510070,508580
2022-02-11 17:13:22,510034,508539
2022-02-11 17:13:24,509886,508236
2022-02-11 17:13:25,509936,508204
2022-02-11 17:13:27,509948,508420
2022-02-11 17:13:29,510083,508623
2022-02-11 17:13:30,510048,508576
2022-02-11 17:13:32,509913,508352
2022-02-11 17:13:34,509951,508207
2022-02-11 17:13:36,509906,508233
2022-02-11 17:13:37,510056,508514
2022-02-11 17:13:39,510005,508491
2022-02-11 17:13:41,509926,508380
2022-02-11 17:13:43,509933,508188
2022-02-11 17:13:44,509941,508174
2022-02-11 17:13:46,510051,508486
2022-02-11 17:13:48,510043,508456
2022-02-11 17:13:49,510032,508599
2022-02-11 17:13:51,509936,508262
2022-02-11 17:13:53,509953,508206
2022-02-11 17:13:55,509903,508169
2022-02-11 17:13:56,510065,508415
2022-02-11 17:13:58,510045,508588
2022-02-11 17:14:00,509999,508200
2022-02-11 17:14:01,509943,508230
2022-02-11 17:14:03,509913,508166
2022-02-11 17:14:05,510025,508457
2022-02-11 17:14:07,510040,508672
2022-02-11 17:14:08,510039,508251
2022-02-11 17:14:10,509887,508225
2022-02-11 17:14:12,509953,508181
2022-02-11 17:14:14,509929,508247
2022-02-11 17:14:15,510057,508504
2022-02-11 17:14:17,510024,508539
2022-02-11 17:14:19,509906,508269
2022-02-11 17:14:20,509915,508172
2022-02-11 17:14:22,509938,508297
2022-02-11 17:14:24,510049,508472
2022-02-11 17:14:26,510031,508519
2022-02-11 17:14:27,509974,508580
2022-02-11 17:14:29,509925,508271
2022-02-11 17:14:31,509963,508181
2022-02-11 17:14:33,509957,508193
2022-02-11 17:14:34,510050,508448
2022-02-11 17:14:36,510019,508528
2022-02-11 17:14:38,510042,508507
2022-02-11 17:14:39,509925,508338
2022-02-11 17:14:41,509925,508183
2022-02-11 17:14:43,510052,508539
2022-02-11 17:14:45,509971,508530
2022-02-11 17:14:46,510029,508544
2022-02-11 17:14:48,509945,508223
2022-02-11 17:14:50,509911,508147
2022-02-11 17:14:51,510046,508517
2022-02-11 17:14:53,510053,508516
2022-02-11 17:14:55,510028,508517
2022-02-11 17:14:57,509886,508234
2022-02-11 17:14:58,509904,508248
2022-02-11 17:15:00,509904,508221
2022-02-11 17:15:02,510039,508576
2022-02-11 17:15:04,510047,508518
2022-02-11 17:15:05,510035,508526
2022-02-11 17:15:07,509945,508321
2022-02-11 17:15:09,509929,508206
2022-02-11 17:15:10,510061,508591
2022-02-11 17:15:12,510024,508522
2022-02-11 17:15:14,509903,508335
2022-02-11 17:15:16,509924,508223
2022-02-11 17:15:17,510049,508497
2022-02-11 17:15:19,510059,508528
2022-02-11 17:15:21,509991,508456
2022-02-11 17:15:23,509945,508262
