timestamp,differential_potential_CH1,differential_potential_CH2
2022-02-04 01:50:00,510978,507860
2022-02-04 01:50:02,511082,508050
2022-02-04 01:50:04,511148,508038
2022-02-04 01:50:05,510874,507919
2022-02-04 01:50:07,510858,507934
2022-02-04 01:50:09,511037,507898
2022-02-04 01:50:11,511095,508003
2022-02-04 01:50:12,510857,507903
2022-02-04 01:50:14,510865,507919
2022-02-04 01:50:16,510997,507900
2022-02-04 01:50:18,511129,508071
2022-02-04 01:50:19,510970,507959
2022-02-04 01:50:21,510791,507945
2022-02-04 01:50:23,510968,507953
2022-02-04 01:50:25,511098,508048
2022-02-04 01:50:26,510983,508009
2022-02-04 01:50:28,510838,507949
2022-02-04 01:50:30,510901,507862
2022-02-04 01:50:31,511090,508018
2022-02-04 01:50:33,511001,507987
2022-02-04 01:50:35,510851,507976
2022-02-04 01:50:37,510947,507852
2022-02-04 01:50:38,511121,508071
2022-02-04 01:50:40,511020,508011
2022-02-04 01:50:42,510826,507931
2022-02-04 01:50:44,510828,507850
2022-02-04 01:50:45,511097,508102
2022-02-04 01:50:47,510985,507986
2022-02-04 01:50:49,510852,507947
2022-02-04 01:50:51,510818,507818
2022-02-04 01:50:52,511106,508003
2022-02-04 01:50:54,511137,508069
2022-02-04 01:50:56,510790,507952
2022-02-04 01:50:57,510866,507950
2022-02-04 01:50:59,511050,507944
2022-02-04 01:51:01,511133,508025
2022-02-04 01:51:03,510925,508000
2022-02-04 01:51:04,510856,507905
2022-02-04 01:51:06,510953,507931
2022-02-04 01:51:08,511155,508088
2022-02-04 01:51:10,511034,507993
2022-02-04 01:51:11,510849,507902
2022-02-04 01:51:13,510886,507837
2022-02-04 01:51:15,511152,508064
2022-02-04 01:51:17,511016,508013
2022-02-04 01:51:18,510830,507909
2022-02-04 01:51:20,510780,507849
2022-02-04 01:51:22,511132,507986
2022-02-04 01:51:23,511084,508043
2022-02-04 01:51:25,510815,507922
2022-02-04 01:51:27,510797,507905
2022-02-04 01:51:29,511010,507903
2022-02-04 01:51:30,511077,508102
2022-02-04 01:51:32,510913,507899
2022-02-04 01:51:34,510794,507919
2022-02-04 01:51:36,510914,507883
2022-02-04 01:51:37,511056,508057
2022-02-04 01:51:39,511011,508031
2022-02-04 01:51:41,510833,508003
2022-02-04 01:51:43,510795,507858
2022-02-04 01:51:44,511044,507945
2022-02-04 01:51:46,511039,508054
2022-02-04 01:51:48,510943,508010
2022-02-04 01:51:50,510816,507937
2022-02-04 01:51:51,510753,507891
2022-02-04 01:51:53,511117,507967
2022-02-04 01:51:55,511094,508021
2022-02-04 01:51:56,510913,507957
2022-02-04 01:51:58,510773,507972
2022-02-04 01:52:00,510891,507897
2022-02-04 01:52:02,511063,508032
2022-02-04 01:52:03,511027,508043
2022-02-04 01:52:05,510769,507895
2022-02-04 01:52:07,510751,507956
2022-02-04 01:52:09,511070,508007
2022-02-04 01:52:10,511129,508041
2022-02-04 01:52:12,510996,508001
2022-02-04 01:52:14,510818,507929
2022-02-04 01:52:16,510831,507851
2022-02-04 01:52:17,511055,508111
2022-02-04 01:52:19,511046,508018
2022-02-04 01:52:21,510790,507938
2022-02-04 01:52:22,510786,507968
2022-02-04 01:52:24,510990,507875
2022-02-04 01:52:26,511092,508028
2022-02-04 01:52:28,510982,508010
2022-02-04 01:52:29,510844,507943
2022-02-04 01:52:31,510818,507858
2022-02-04 01:52:33,511079,507986
2022-02-04 01:52:35,511079,508030
2022-02-04 01:52:36,510900,507973
2022-02-04 01:52:38,510789,507944
2022-02-04 01:52:40,510868,507832
2022-02-04 01:52:42,511082,507968
2022-02-04 01:52:43,511095,508061
2022-02-04 01:52:45,510868,507969
2022-02-04 01:52:47,510861,507969
2022-02-04 01:52:49,510911,507878
2022-02-04 01:52:50,511085,508023
2022-02-04 01:52:52,511128,508045
2022-02-04 01:52:54,510911,507909
2022-02-04 01:52:55,510789,507943
2022-02-04 01:52:57,510918,507865
2022-02-04 01:52:59,511030,508063
2022-02-04 01:53:01,511059,508055
2022-02-04 01:53:02,510894,507965
2022-02-04 01:53:04,510791,507947
2022-02-04 01:53:06,510797,507846
2022-02-04 01:53:08,511085,507979
2022-02-04 01:53:09,511101,508035
2022-02-04 01:53:11,510906,507955
2022-02-04 01:53:13,510859,507901
2022-02-04 01:53:15,510774,507954
2022-02-04 01:53:16,510997,507918
2022-02-04 01:53:18,511104,508094
2022-02-04 01:53:20,510938,508032
2022-02-04 01:53:21,510776,507962
2022-02-04 01:53:23,510867,507917
2022-02-04 01:53:25,511054,507995
2022-02-04 01:53:27,511101,508088
2022-02-04 01:53:28,510981,508039
2022-02-04 01:53:30,510807,507923
2022-02-04 01:53:32,510768,508004
2022-02-04 01:53:34,510984,507930
2022-02-04 01:53:35,511095,508102
2022-02-04 01:53:37,511085,508000
2022-02-04 01:53:39,510810,507924
2022-02-04 01:53:41,510824,507944
2022-02-04 01:53:42,510930,507885
2022-02-04 01:53:44,511093,508108
2022-02-04 01:53:46,510981,507972
2022-02-04 01:53:47,510820,507976
2022-02-04 01:53:49,510869,507914
2022-02-04 01:53:51,511045,508027
2022-02-04 01:53:53,511081,508062
2022-02-04 01:53:54,510864,507916
2022-02-04 01:53:56,510774,507937
2022-02-04 01:53:58,510789,507898
2022-02-04 01:54:00,511024,508051
2022-02-04 01:54:01,511018,508017
2022-02-04 01:54:03,510783,507901
2022-02-04 01:54:05,510716,507843
2022-02-04 01:54:07,511034,508063
2022-02-04 01:54:08,511052,508005
2022-02-04 01:54:10,510817,507939
2022-02-04 01:54:12,510809,507879
2022-02-04 01:54:13,511089,508054
2022-02-04 01:54:15,511071,508014
2022-02-04 01:54:17,510784,507886
2022-02-04 01:54:19,510751,507981
2022-02-04 01:54:20,511009,507971
2022-02-04 01:54:22,511047,508087
2022-02-04 01:54:24,510905,507968
2022-02-04 01:54:26,510805,507984
2022-02-04 01:54:27,510946,507911
2022-02-04 01:54:29,511051,508043
2022-02-04 01:54:31,510901,508024
2022-02-04 01:54:33,510814,508011
2022-02-04 01:54:34,510924,507854
2022-02-04 01:54:36,511097,508068
2022-02-04 01:54:38,511112,508108
2022-02-04 01:54:40,510906,507958
2022-02-04 01:54:41,510829,507982
