mean_ch1,mean_ch2,std_ch1,std_ch2,asp_ch1,asp_ch2
0.034729533504721743,0.02705036366220126,-0.0037136119411774957,0.005753633182570134,-0.0976552202978469,0.23756024323201697
-1.093532258064516,-2.683350439882698,-0.9729985596416058,0.04324246918446589,-147.26055559848777,12.706371604227414
-1.481929950349021,-2.1500384246041486,0.08488975304359508,0.20643559484421214,3.756713516391148,16.702673948432412
0.9887151506539023,-1.82925733245486,0.06597471725963922,0.17758145345655454,2.381262773465229,11.084812082774492
1.2010200993880829,-2.1525159180263627,0.07351619336710653,0.18974840943990745,2.396526673556835,12.321478046738456
1.3100922504855292,-2.274512462266548,0.09336081416477768,0.2219846531191871,3.518417359272263,14.390937093659977
1.460889260661181,-2.3540267869830895,0.095990452896684,0.21760620359728225,3.902210460615582,15.02976914558526
1.1943666614991755,-2.158862114106821,0.08009606312349175,0.22309475704003684,2.4331126466279285,13.72796407082209
-1.5081735997175105,0.8271818677036101,-0.031875194463349216,-0.049815917036336144,-7.558934162618787,-4.042114841607816
-1.5395082981297987,0.7855845530765951,-0.05828150672399379,-0.012529008691821136,-10.257122144570932,0.1063445990644496
-2.1595837779528972,1.799394214993476,-0.13003129672982075,-0.08130352895414686,-19.880387656750393,-12.562039017118696
-1.511014718737754,0.9229320948579155,-0.07801310096371206,0.02489631652724794,-10.464816760921142,1.9392637545264613
-1.3805053741909656,0.9638763096360796,-0.023788731840635846,0.024124599590544082,-4.989712170441834,1.577155350710692
-0.23782356462163134,0.2802551448835374,-0.004812636927239128,-0.014125547936026467,0.00046941697917013414,-1.1169984603514491
4.191915539507612,0.45163795479306046,1.667211288765163,0.19138501408616193,5232.346183478153,319.8954180071446
4.014336459665579,0.5845407973439123,1.7899328500857195,0.18976939867574893,5816.5377190346335,267.6941965657197
4.003909838042205,0.7527664401583003,1.8776607587124952,0.22012793730325875,6268.613351431187,321.01774520221034
3.4612478005865057,0.6198973607038134,1.6920323836553557,0.17852533998078046,5527.102985048086,275.5454859160325
4.099617302052785,0.48420527859237694,1.7971291332146873,0.19560504483045715,5865.548704667133,278.2531924865734
3.654225806451606,0.5709574780058659,1.665038813407028,0.21007641093207186,5654.993500230317,287.81529450801895
-3.5934625959753888,5.147358798299897,0.34683401772122124,0.3663909368504883,673.9736254324362,551.6448889631051
1.1607751107780935,1.3109401905943052,0.26093907957864326,0.25460143719672557,470.52653108818595,411.81819678972806
1.5224203883369753,1.115126067409923,0.29169146549103164,0.24636196085293127,483.3221353553404,387.23447869984193
1.5988885285999075,0.8377047833744591,0.2576933570263935,0.21742739194965433,384.17902948332903,457.8764786728989
1.566745296506344,-0.10189162694157616,0.24890462736023888,0.1356035438321075,390.481677794337,183.6436895613656
1.4823768328445759,-0.15014076246334085,0.24236723343050315,0.1594730235764663,464.37030744678987,224.23800741203468
1.3271891495601196,1.2232434017595288,0.28186614524704323,0.2244311750898893,462.5723361588148,321.95747364173894
1.3701816200946482,0.7259282795268298,0.384868395247139,0.10082318945970137,696.1611305953566,138.64909904145406
1.5818071836741723,0.20933763957609486,0.24679314722796208,0.14215459866987779,428.2994829921158,204.895409631245
