mean_ch1,mean_ch2,std_ch1,std_ch2,asp_ch1,asp_ch2
0.1721977469737883,-0.5763815610991255,0.016691817830533265,0.022609505774324634,0.7557234370461472,0.7151124070015502
-0.004554252199413522,-0.3518269794721407,0.01268454143297272,0.02022095886450391,0.3991710751855535,1.0136191819383389
-0.12125073313782986,-0.026184750733137863,0.004610815896292128,0.006379553703857441,0.19676703305879273,0.32460191223375956
0.04280355351152609,-0.3543045051911755,0.0425300935050511,0.02359875119123503,2.029491252386732,1.227819212822566
-0.08750336748183907,-0.0475314657158481,0.007036804829330209,0.013291585076284126,0.17653477848145838,0.5554769864675979
-0.08304739666093885,-0.09370537117659494,0.014082171668885368,0.013616548690848732,0.41519791839304276,0.7369148537104806
-0.11058371120613542,-0.12553935044634223,0.007202686056010793,0.018043859012523894,0.39795429596759413,0.5322194893922778
-0.07205865102639297,-0.09807184750733144,0.03160076264413303,0.03586101038697086,1.583371707738882,2.2202002637268556
-0.08158064516129038,0.024740469208211158,0.011300125977033434,0.012697839960350066,0.25231742876000784,0.36754704837274366
0.04413503731359336,-0.2900250321891642,0.11996215622193958,0.123960618278573,3.0933506552205148,2.3979163700014827
-0.07759970674486816,-0.19132404692082106,0.008943845037852019,0.025614657382058467,0.3445016718121299,1.2316769997227843
-1.208456610297949,1.0652555841202993,0.0063458237794288275,0.01914540734924397,-0.6357882532423051,-0.3312471720615706
-1.180814420315131,1.0131033455200003,-0.01989765979751759,0.014565904104493321,-1.8572763474763736,-0.19068649779431635
-1.3249472140762464,1.1225469208211143,-0.019530720109821348,0.011883003121795799,-4.210810142360053,-0.9016355134644334
-0.9855745346028142,1.1676937550867492,-0.055637424591231804,-0.008326733000893344,-6.921131210776062,-2.8396398917590906
-0.5365813018633121,0.9569658342699412,0.005416995328279384,0.02041555126207034,-0.9664502783967013,-0.45889570283798076
-0.6699976251071176,1.336828124932715,-0.04420254976288179,-0.03311928923666202,-4.372124410410288,-2.7756520153965365
0.15865298358029634,0.036819071057312414,0.011082708583144515,-0.003060417802171131,0.24597674932699443,-0.09376701738578919
-0.011718483685799086,0.078375321353366,-0.003140887649552726,0.000846711083085358,-0.18988558836759406,0.10551608484530184
0.08640596672996859,0.04821807889897989,0.0011892556740971394,-0.001190546002555859,0.04544830918875853,-0.030826292781461095
0.06903892843455095,0.03398605423282164,0.002774877901836545,0.0008267508024452364,0.1302620969536803,0.005612150309970865
-1.9782624633431078,-1.7919618768328451,-0.040657415865834795,0.060688307079343695,-13.207627291093562,2.230039800281542
-2.323033724340175,-1.8285483870967738,-0.06162639771186204,0.011293739867461072,-16.3130129002775,-3.0469484168506256
-2.532637298091042,-2.6610469897209983,-0.12641311478958656,-0.18474544405164522,-20.550899766319432,-24.908858655416545
-2.2121700858234172,-1.658488879128071,-0.10908163324493944,-0.027624919505752632,-17.567188861316108,-5.605047679600059
-2.150824046920821,-1.8692126099706723,-0.05321391347967522,0.01612574603522199,-16.759435759350335,-4.479974158371924
-2.295011747430249,-1.6967488986784156,-0.02735309234179073,-0.004696641074955044,-13.989114752190883,-3.4830789831732574
-2.1712888929618765,-1.9410859970674492,0.278587137479268,0.0839843442624888,-20.015142783939133,-27.90179133199097
-3.1029660215914996,3.1391473897709505,-0.11256085942205574,-0.09203034608231864,-37.47814562362039,-25.32144226605819
-3.185555718475075,3.152269794721407,-0.12045214763563072,-0.044848543937086816,-36.998544263117985,-23.56584814841664
-4.502999618897515,4.700279134961955,-0.18844465149149386,-0.2554351593381774,-84.59087009851278,-80.26936098774851
-3.476834067547726,3.56973127753304,-0.23181385662921233,-0.20786424462049552,-58.34101029614103,-46.94075753881502
-3.2929104258443465,3.329875183553597,-0.15554380438580617,-0.03734420336239136,-37.44932822152694,-25.390796945923363
-3.253102790014684,3.2782701908957406,-0.164595036420143,-0.1392284299604808,-44.196059727759945,-30.75977399005919
-0.10360499265785617,0.08331718061674032,-0.00997270182319121,-0.00314058484552307,-0.4633954193427705,-0.7484385631458563
0.03799706314243689,0.04380176211453768,0.0005492630680402066,-0.004245445288668659,0.10291745699004551,-0.44409641366861585
0.012013398874347825,0.012467130449012043,-0.005769435542475776,0.0015081280888492726,-0.3734284327581858,0.03619743152852539
0.024963874929485375,-0.003151213714521761,-0.00270680472500677,0.00327105740063946,-0.14117863689097,0.137582965592574
-0.02372140762463326,0.024436950146627723,-0.002866481021904607,0.0039528323220086314,0.028738963316405686,0.26773168006672066
-0.021659828353163935,0.04504156600824216,-0.002613786706730334,-5.346237529865738e-05,-0.030068776763234384,-0.08978069583412607
