mean_ch1,mean_ch2,std_ch1,std_ch2,asp_ch1,asp_ch2
1.2649626436781611,-1.2115948275862065,0.09463154184124316,0.08664094980816656,4.5268986787550825,2.0201562420790955
1.0011063218390805,-0.9843850574712647,0.05311501350097854,0.06715201370584457,1.053452700240502,1.3966854723297502
0.9366724137931035,-1.2663764367816093,0.08981912516297061,0.5690952548125545,3.604099362248591,75.4069516614144
0.9527323304680038,-0.8639430227579616,0.056846192102180684,0.03054485749437244,1.5427908928479264,0.6027901727258356
0.8520143678160921,-0.6413132183908044,0.033994761158388745,0.02577404359916184,1.244374210242937,1.2931606643992297
0.8907270114942529,-0.817951149425288,0.051189469984267516,0.03928235538472084,0.7602825640396644,1.4633396994187042
0.8671829858709614,-0.7504314379343269,0.043862765186955005,0.03761997318547522,1.78005278460115,1.6586289094859104
0.915755154299641,-0.8085664789381806,0.03732964901767656,0.02352561907492881,1.2641299162367428,0.06629975960093892
0.7273189655172414,-0.8005316091954029,0.018699531677397102,0.019393914865881462,-0.5139033169493823,-0.7152392464152135
0.9746063218390805,-0.8976494252873577,0.0326835321860213,0.034183299375667345,0.8971200295017576,1.1927759628928563
0.8743362068965517,-0.929459770114943,0.039495008976436874,0.04820591650141909,0.9812950726619856,1.0823951101602307
0.7769827586206897,-0.7421408045977005,0.026908618142732654,0.031051407775676262,1.7721095772310744,1.2216031739383908
0.7109511494252874,-0.6428821839080454,0.02877801698309934,0.01866851865676389,0.6835710559765,0.4430276716787698
0.7088994252873564,-0.7152126436781607,0.0390532525340378,0.01922723867935576,2.017965447754548,0.5304000515949916
0.9022234627671837,-0.922729004050983,0.033077702833010716,0.04541694294485536,0.6573363883202799,2.160783997697127
0.5009741379310345,-0.37616091954023023,0.023501955050991022,0.011494980093243984,0.37949218571047405,-0.2944508938058945
0.92232183908046,-0.8525143678160916,0.04792646936686769,0.03701801557093318,2.1746945625018292,1.5689932179872264
0.9295459770114941,-0.8663563218390822,0.06683814679030083,0.04980611800623451,3.231189177566734,3.1133903670933254
0.7637183908045977,-0.7597729885057474,0.04528268411443494,0.04310167743876332,0.8218480761511633,1.2216152785063792
0.8251603102460232,-0.8404195896321172,0.04397472131964171,0.04294154776808441,2.423578595966256,2.223247041493155
0.9509425287356322,-0.917301724137932,0.1154869817087436,0.05856490176470429,13.780431940431448,3.3263990289487553
1.0651321839080459,-1.036793103448276,0.1482867975688118,0.06084991650241989,17.70500633493465,5.290881844211132
0.589925287356322,-0.6029597701149427,0.01661033464400924,-0.010230581806406208,1.4121364878116673,-1.0281218466784847
0.23533045977011502,-0.3463390804597699,-0.0020473095576159644,0.009602402302861718,0.0014667288694143465,0.28276760515509647
0.74941091954023,-0.7916178160919536,0.051558896247066666,0.06045594210339149,1.9784665806997395,2.1917031963930715
0.9479568965517242,-1.0526264367816083,0.05146736004566098,0.06846208205997424,2.757909897495689,3.4314975145574564
